00:00:51	95	Charging	475000	17081000	0
00:01:51	95	Charging	459000	17082000	0
00:02:51	96	Charging	443000	17082000	0
00:03:51	96	Charging	427000	17084000	0
00:04:51	96	Charging	413000	17084000	0
00:05:51	96	Charging	399000	17085000	0
00:06:52	97	Charging	385000	17086000	0
00:07:52	97	Charging	372000	17087000	0
00:08:52	97	Charging	360000	17088000	0
00:09:52	97	Charging	347000	17088000	0
00:10:52	98	Charging	336000	17089000	0
00:11:52	98	Charging	324000	17091000	0
08:29:57	38	Charging	319000	15490000	0
08:29:59	38	Charging	21000	15520000	0
08:30:00	38	Charging	21000	15520000	0
08:36:48	45	Charging	1519000	16209000	0
08:37:21	45	Charging	1519000	16227000	0
08:37:46	46	Charging	1522000	16241000	0
08:38:26	46	Charging	1524000	16264000	0
08:39:26	47	Charging	1524000	16295000	0
08:40:26	48	Charging	1525000	16327000	0
08:41:26	49	Charging	1524000	16356000	0
08:47:10	55	Charging	1494000	16521999	0
08:55:13	63	Charging	1515000	16767000	0
09:15:41	80	Charging	1015000	17051000	0
09:16:10	80	Charging	999000	17054000	0
09:16:15	80	Charging	996000	17054000	0
09:17:15	81	Charging	964000	17057000	0
09:18:15	82	Charging	932000	17058000	0
09:19:16	82	Charging	903000	17061000	0
09:58:52	95	Charging	291000	17096000	0
09:59:52	95	Charging	284000	17097000	0
10:00:52	96	Charging	278000	17099000	0
10:01:52	96	Charging	271000	17100000	0
10:02:52	96	Charging	265000	17095000	0
10:10:57	97	Charging	220000	17096000	0
12:05:25	46	Charging	566000	15051000	0
12:06:25	47	Charging	1476000	16007000	0
12:07:25	48	Charging	1493000	16129999	0
12:08:26	49	Charging	1502000	16203000	0
12:09:26	50	Charging	1500000	16257000	0
12:10:26	51	Charging	1501000	16303000	0
12:11:28	52	Charging	1499000	16344000	0
12:12:28	53	Charging	1483000	16376999	0
12:13:02	53	Charging	1481000	16390000	0
12:13:32	54	Charging	1495000	16417000	0
12:14:32	55	Charging	1500000	16452000	0
12:15:32	56	Charging	1513000	16498000	0
12:16:32	57	Charging	1525000	16533999	0
12:17:28	58	Charging	1523000	16567000	0
12:18:32	59	Charging	1500000	16572000	0
12:19:32	60	Charging	1494000	16626000	0
12:20:32	61	Charging	1522000	16670000	0
12:21:33	62	Charging	1525000	16704999	0
12:22:33	63	Charging	1525000	16739999	0
12:23:33	63	Charging	1525000	16776000	0
12:24:33	64	Charging	1525000	16811000	0
12:25:33	65	Charging	1524000	16844000	0
12:26:00	66	Charging	1522000	16860000	0
12:27:00	67	Charging	1523000	16896000	0
12:28:05	68	Charging	1516000	16931000	0
12:29:05	69	Charging	1472000	16943000	0
12:30:05	70	Charging	1492000	16986000	0
12:31:05	71	Charging	1458000	17000000	0
12:32:05	72	Charging	1426000	17015000	0
12:33:05	73	Charging	1378000	17022000	0
12:34:05	74	Charging	1331000	17025000	0
12:35:05	74	Charging	1295000	17026000	0
12:36:05	75	Charging	1252000	17026000	0
12:37:05	76	Charging	1215000	17036000	0
12:38:05	77	Charging	1176000	17039000	0
12:39:05	78	Charging	1138000	17042000	0
12:40:05	78	Charging	1100000	17044000	0
12:41:05	79	Charging	1062000	17047000	0
12:42:05	80	Charging	1027000	17050000	0
12:43:05	80	Charging	992000	17052000	0
12:44:06	81	Charging	959000	17055000	0
12:45:07	82	Charging	926000	17056000	0
12:46:07	82	Charging	896000	17056000	0
12:47:07	83	Charging	867000	17060000	0
12:48:07	83	Charging	839000	17060000	0
12:49:07	84	Charging	812000	17062000	0
12:50:07	84	Charging	786000	17064000	0
12:51:07	85	Charging	761000	17064000	0
12:52:07	85	Charging	737000	17066000	0
12:53:07	86	Charging	713000	17068000	0
12:54:07	86	Charging	692000	17068000	0
12:55:07	87	Charging	671000	17072000	0
12:56:07	87	Charging	650000	17072000	0
12:57:07	88	Charging	630000	17072000	0
12:58:07	88	Charging	612000	17073000	0
12:59:08	88	Charging	593000	17074000	0
13:00:08	89	Charging	575000	17075000	0
13:01:10	89	Charging	558000	17076000	0
13:02:10	89	Charging	542000	17077000	0
13:03:10	90	Charging	525000	17078000	0
13:04:10	90	Charging	511000	17079000	0
13:05:10	90	Charging	496000	17081000	0
13:06:10	91	Charging	482000	17081000	0
13:07:10	91	Charging	469000	17082000	0
13:08:10	91	Charging	456000	17082000	0
13:09:10	92	Charging	443000	17082000	0
13:10:10	92	Charging	431000	17083000	0
13:11:10	92	Charging	419000	17084000	0
13:12:10	93	Charging	407000	17086000	0
13:13:10	93	Charging	397000	17085000	0
13:14:10	93	Charging	386000	17086000	0
13:15:10	93	Charging	376000	17087000	0
