19:37:51	46	Charging	776000	15577000	0
19:38:51	47	Charging	1475000	16018999	0
19:39:51	48	Charging	1525000	16148000	0
19:40:51	49	Charging	1526000	16219000	0
19:41:51	50	Charging	1526000	16271999	0
19:42:51	51	Charging	1526000	16321000	0
19:43:51	52	Charging	1526000	16366000	0
19:44:51	53	Charging	1526000	16405000	0
19:45:51	54	Charging	1526000	16446000	0
19:46:54	55	Charging	1511000	16485000	0
19:47:54	56	Charging	1521000	16521999	0
19:48:54	57	Charging	1525000	16561000	0
19:49:54	58	Charging	1525000	16597999	0
19:50:54	59	Charging	1525000	16634000	0
19:51:54	60	Charging	1525000	16671000	0
19:52:54	61	Charging	1523000	16707000	0
19:53:54	62	Charging	1524000	16742999	0
19:54:54	63	Charging	1525000	16781000	0
19:55:55	64	Charging	1524000	16815000	0
20:10:35	76	Charging	1094000	17005000	0
20:18:00	81	Charging	864000	17029000	0
22:11:24	100	Charging	0	16921000	0
22:12:24	100	Charging	0	16920000	0
22:13:25	100	Charging	0	16920000	0
22:14:25	100	Charging	0	16919000	0
22:15:25	100	Charging	0	16920000	0
22:16:25	100	Charging	0	16918000	0
22:17:25	100	Charging	0	16918000	0
22:18:25	100	Charging	0	16917000	0
22:19:24	100	Charging	0	16917000	0
22:20:24	100	Charging	0	16916000	0
22:21:25	100	Charging	0	16916000	0
22:22:24	100	Charging	0	16915000	0
22:23:25	100	Charging	0	16915000	0
22:24:25	100	Charging	0	16915000	0
22:25:25	100	Charging	0	16914000	0
22:26:25	100	Charging	0	16914000	0
22:27:25	100	Charging	0	16914000	0
22:28:25	100	Charging	0	16913000	0
22:29:25	100	Charging	0	16913000	0
22:30:25	100	Charging	0	16912000	0
22:31:25	100	Charging	0	16913000	0
22:32:25	100	Charging	0	16911000	0
22:33:26	100	Charging	0	16911000	0
22:34:26	100	Charging	0	16911000	0
22:35:26	100	Charging	0	16912000	0
22:36:26	100	Charging	0	16910000	0
22:37:26	100	Charging	0	16910000	0
22:38:26	100	Charging	0	16909000	0
22:39:26	100	Charging	0	16909000	0
22:40:26	100	Charging	0	16910000	0
22:41:26	100	Charging	0	16909000	0
22:42:26	100	Charging	0	16908000	0
23:35:47	82	Charging	847000	15724000	0
23:38:04	84	Charging	1310000	17026000	0
23:42:07	87	Charging	1000000	17049000	0
23:51:49	92	Charging	663000	17070000	0
23:52:51	92	Charging	639000	17071000	0
23:53:51	93	Charging	616000	17073000	0
23:54:51	93	Charging	593000	17074000	0
23:55:51	93	Charging	571000	17076000	0
23:56:51	94	Charging	550000	17075000	0
23:57:51	94	Charging	530000	17078000	0
23:58:51	95	Charging	512000	17079000	0
23:59:51	95	Charging	493000	17080000	0
