时间戳,标签,AC,电池%,温度开始,温度结束,Governor,EPP,PL1(W),PL2(W),Turbo,迭代次数,吞吐量(万/s)
2026-08-12_11:44,修复验证,AC,100,53.0,53.0,powersave,power,15,44,ON,94005081,470.0
