timestamp	datetime	cpu_freq_max	cpu_freq_avg	cpu_temp	cpu_usage	pkg_w	core_w	uncore_w	dram_w	th_thermal	th_power	th_current	th_vr_th	th_vr_cur	pl1	pl2	bd_prochot	gpu_util	gpu_temp	gpu_power	mem_used	mem_total	mem_pct	net_rx	net_tx	disk_read	disk_write
1787806956.3437574	13:02:36	3400	1524.875	27.8	0.0	0	0	0	0	0	0	0	0	0	False	False	False	0	0	0	1562	11830	13.203719357565511	0	0	0	0
1787806987.9641695	13:03:07	3381	1888.75	27.8	0.8252020008080035	2.6906028652003586	6.628878654828251	0.5019518944494615	0.8798848358440956	0	0	0	0	0	False	False	False	0	0	0	2350	11830	19.864750633981405	0	0	0	0
1787807017.9696193	13:03:37	1801	575.125	27.8	0.8531294331777683	2.891472089419664	3.2098872474425817	0.3321091143929829	0.651596731622378	0	0	0	0	0	False	False	False	0	0	0	2082	11830	17.59932375316991	0	0	0	0
1787807047.9970388	13:04:07	722	445.375	27.8	4.020236140224285	5.792451568783478	3.091251301033395	0.8404233088065219	0.8698994564559854	0	0	0	0	0	False	False	False	0	0	0	2145	11830	18.13186813186813	0	0	0	0
1787807078.0288858	13:04:38	1248	589.375	27.8	0.651255324317801	2.680786845716521	1.1623994776379811	0.14783340294090777	0.5840395760078338	0	0	0	0	0	False	False	False	0	0	0	2124	11830	17.954353338968723	0	0	0	0
1787807108.0941033	13:05:08	3400	2961.75	27.8	8.534833582217741	9.684956871159509	5.471722912263177	2.1067386152085232	1.4422139800573184	0	0	0	0	0	False	False	False	0	0	0	1999	11830	16.897717666948438	0	0	0	0
1787807138.1246746	13:05:38	3400	2162.375	27.8	7.2100306872465065	9.36659541530635	5.2820290389817535	2.1323970798237895	1.4368507740745875	0	0	0	0	0	False	False	False	0	0	0	1978	11830	16.72020287404903	0	0	0	0
1787807168.1509757	13:06:08	3400	2312.0	27.8	7.5589605666319475	9.389673579544311	6.289634067150678	2.1278144662776635	1.4905856518218734	0	0	0	0	0	False	False	False	0	0	0	2145	11830	18.13186813186813	0	0	0	0
1787807198.1861594	13:06:38	3399	1893.375	27.8	7.586512316379953	9.375664237162587	5.334335881884085	2.1326299994240383	1.4399945238336098	0	0	0	0	0	False	False	False	0	0	0	2005	11830	16.94843617920541	0	0	0	0
1787807228.2122123	13:07:08	3400	2613.0	27.8	7.469233176721618	9.40785325813031	5.394041401098683	2.104919541463814	1.4423262666436234	0	0	0	0	0	False	False	False	0	0	0	2008	11830	16.973795435333898	0	0	0	0
1787807258.260165	13:07:38	3399	2749.375	27.8	10.263352361649561	11.016436460911391	6.519952108569566	2.3883187693892554	1.4925143899842332	0	0	0	0	0	False	False	False	0	0	0	2029	11830	17.151310228233303	0	0	0	0
1787807288.322839	13:08:08	3400	2705.0	27.8	10.866897827158262	11.295234477696951	6.942633158864509	2.25364725119289	1.5325418106406683	0	0	0	0	0	False	False	False	0	0	0	2205	11830	18.639053254437872	0	0	0	0
