timestamp	datetime	capacity_pct	status	power_w	current_ma	voltage_mv	charge_full_uwh	charge_full_design_uwh	health_pct	cycle_count	phase	temp_c
1787296165.576802	15:09:25	100	Full	0	0	16913	0	0	79.75155279503106	0	full	31.9
1787296200.343203	15:10:00	100	Full	0	0	16912	0	0	79.75155279503106	0	full	31.9
1787296302.3987973	15:11:42	100	Full	0	0	16911	0	0	79.75155279503106	0	full	31.9
1787296870.22251	15:21:10	100	Full	0	0	16908	0	0	79.75155279503106	0	full	31.9
1787296918.9460518	15:21:58	100	Full	0	0	16908	0	0	79.75155279503106	0	full	31.9
1787298329.0368383	15:45:29	100	Full	0	0	16905	0	0	79.75155279503106	0	full	31.9
1787298360.0863626	15:46:00	100	Full	0	0	16904	0	0	79.75155279503106	0	full	31.9
1787298391.089987	15:46:31	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787298421.1332474	15:47:01	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787298451.1795125	15:47:31	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787298481.1870594	15:48:01	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787298511.2924407	15:48:31	100	Full	0	0	16904	0	0	79.75155279503106	0	full	31.9
1787298546.4781427	15:49:06	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787298576.5076518	15:49:36	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787298606.572288	15:50:06	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787298641.340683	15:50:41	100	Full	0	0	16902	0	0	79.75155279503106	0	full	31.9
1787298671.448668	15:51:11	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787298706.4010553	15:51:46	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787298736.4354415	15:52:16	100	Full	0	0	16904	0	0	79.75155279503106	0	full	31.9
1787298766.4690742	15:52:46	100	Full	0	0	16902	0	0	79.75155279503106	0	full	31.9
1787298796.4961963	15:53:16	100	Full	0	0	16902	0	0	79.75155279503106	0	full	31.9
1787298826.5255501	15:53:46	100	Full	0	0	16902	0	0	79.75155279503106	0	full	31.9
1787298856.5534873	15:54:16	100	Full	0	0	16902	0	0	79.75155279503106	0	full	31.9
1787298886.5660896	15:54:46	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787298916.596667	15:55:16	100	Full	0	0	16902	0	0	79.75155279503106	0	full	31.9
1787298946.6281447	15:55:46	100	Full	0	0	16902	0	0	79.75155279503106	0	full	31.9
1787298976.66065	15:56:16	100	Full	0	0	16902	0	0	79.75155279503106	0	full	31.9
1787299006.6876295	15:56:46	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787299036.7183723	15:57:16	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787299066.7505884	15:57:46	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787299096.783291	15:58:16	100	Full	0	0	16903	0	0	79.75155279503106	0	full	31.9
1787299127.3935468	15:58:47	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299157.4248831	15:59:17	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299187.4583175	15:59:47	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299217.493543	16:00:17	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299247.5197148	16:00:47	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299277.5502474	16:01:17	100	Full	0	0	16902	0	0	79.75155279503106	0	full	31.9
1787299307.5827866	16:01:47	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299337.61629	16:02:17	100	Full	0	0	16902	0	0	79.75155279503106	0	full	31.9
1787299367.6476367	16:02:47	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299397.6789587	16:03:17	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299427.7078562	16:03:47	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299457.7412827	16:04:17	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299487.7915215	16:04:47	100	Full	0	0	16902	0	0	79.75155279503106	0	full	31.9
1787299517.823218	16:05:17	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299547.8570638	16:05:47	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299577.8890398	16:06:17	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299607.9208071	16:06:47	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299637.943663	16:07:17	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299667.9771042	16:07:47	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299698.003903	16:08:18	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299728.040794	16:08:48	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299758.0683472	16:09:18	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299788.1008446	16:09:48	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299818.1282587	16:10:18	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299848.1582842	16:10:48	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299878.1865582	16:11:18	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299908.2177315	16:11:48	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299938.2449694	16:12:18	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787299968.2801428	16:12:48	100	Full	0	0	16901	0	0	79.75155279503106	0	full	31.9
1787299998.6390493	16:13:18	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300030.8970754	16:13:50	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787300060.9183383	16:14:20	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300090.9487946	16:14:50	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300120.9812555	16:15:20	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300151.0007632	16:15:51	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300181.1598248	16:16:21	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300215.8454816	16:16:55	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300237.1242695	16:17:17	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787300245.871378	16:17:25	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300275.9032273	16:17:55	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300305.916113	16:18:25	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300335.9489727	16:18:55	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787300365.976363	16:19:25	100	Full	0	0	16900	0	0	79.75155279503106	0	full	31.9
1787300396.0086136	16:19:56	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300426.039354	16:20:26	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300456.092558	16:20:56	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300486.1222315	16:21:26	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300516.1482277	16:21:56	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300546.1777909	16:22:26	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300576.2097735	16:22:56	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300606.2379344	16:23:26	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300636.2651656	16:23:56	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300666.2968254	16:24:26	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300696.3253524	16:24:56	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300726.3491638	16:25:26	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300756.3825026	16:25:56	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787300786.4109204	16:26:26	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300816.4460936	16:26:56	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300846.4743118	16:27:26	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300876.5063457	16:27:56	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300906.5341177	16:28:26	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787300936.560869	16:28:56	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787300966.588901	16:29:26	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787300996.6174064	16:29:56	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301026.6447687	16:30:26	100	Full	0	0	16899	0	0	79.75155279503106	0	full	31.9
1787301056.677518	16:30:56	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301086.707684	16:31:26	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301116.73197	16:31:56	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301146.7636833	16:32:26	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301176.7956758	16:32:56	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301206.8166564	16:33:26	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301236.8426986	16:33:56	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301266.884012	16:34:26	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787301296.9112065	16:34:56	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301326.9347994	16:35:26	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787301339.8876033	16:35:39	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301356.9560432	16:35:56	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301386.9905317	16:36:26	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787301417.011601	16:36:57	100	Full	0	0	16898	0	0	79.75155279503106	0	full	31.9
1787301447.0419872	16:37:27	100	Full	0	0	16896	0	0	79.75155279503106	0	full	31.9
1787301477.070842	16:37:57	100	Full	0	0	16896	0	0	79.75155279503106	0	full	31.9
1787301507.1009953	16:38:27	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301537.1317208	16:38:57	100	Full	0	0	16897	0	0	79.75155279503106	0	full	31.9
1787301567.6069894	16:39:27	100	Discharging	0	910	16415	0	0	79.75155279503106	0	unknown	31.9
1787301599.4739647	16:39:59	99	Discharging	23.303104934123265	1156	16200	0	0	79.75155279503106	0	unknown	31.9
1787301629.506586	16:40:29	99	Discharging	0	1202	16157	0	0	79.75155279503106	0	unknown	31.9
1787301659.5362015	16:40:59	99	Discharging	11.612556206605783	1208	16132	0	0	79.75155279503106	0	unknown	32.9
1787301689.5624704	16:41:29	98	Discharging	23.12053100516336	1305	16071	0	0	79.75155279503106	0	unknown	32.9
1787301719.5961106	16:41:59	98	Discharging	23.078956005036574	1305	16045	0	0	79.75155279503106	0	unknown	32.9
1787301749.6286974	16:42:29	97	Discharging	11.514314670577452	1275	16009	0	0	79.75155279503106	0	unknown	32.9
1787301779.6529093	16:42:59	97	Discharging	11.435979621250695	1364	15900	0	0	79.75155279503106	0	unknown	32.9
1787301809.6858327	16:43:29	97	Discharging	22.87765507571576	1386	15905	0	0	79.75155279503106	0	unknown	32.9
1787301839.7144542	16:43:59	96	Discharging	22.860837829412635	1340	15893	0	0	79.75155279503106	0	unknown	33.9
1787301869.74107	16:44:29	96	Discharging	11.370184957196374	1337	15807	0	0	79.75155279503106	0	unknown	33.9
1787301899.7695763	16:44:59	95	Discharging	22.843566251966354	1283	15880	0	0	79.75155279503106	0	unknown	33.9
1787301929.7959757	16:45:29	95	Discharging	22.862178225426	1237	15878	0	0	79.75155279503106	0	unknown	33.9
1787301959.8265345	16:45:59	95	Discharging	11.409822650638793	1239	15862	0	0	79.75155279503106	0	unknown	33.9
1787301989.8567033	16:46:29	94	Discharging	11.39913691804977	1238	15848	0	0	79.75155279503106	0	unknown	33.9
1787302019.8878453	16:46:59	94	Discharging	22.46944477964368	1305	15622	0	0	79.75155279503106	0	unknown	33.9
1787302049.9143217	16:47:29	93	Discharging	22.740753149564604	1287	15808	0	0	79.75155279503106	0	unknown	33.9
1787302079.9398432	16:47:59	93	Discharging	11.36075938195714	1227	15795	0	0	79.75155279503106	0	unknown	33.9
1787302109.9756887	16:48:29	92	Discharging	22.663488358798197	1313	15754	0	0	79.75155279503106	0	unknown	33.9
1787302140.0028546	16:49:00	92	Discharging	22.5936110650024	1276	15707	0	0	79.75155279503106	0	unknown	34.9
1787302170.0145378	16:49:30	92	Discharging	0	1406	15423	0	0	79.75155279503106	0	unknown	34.9
1787302200.0479257	16:50:00	91	Discharging	0	684	16069	0	0	79.75155279503106	0	unknown	34.9
1787302230.0793512	16:50:30	91	Discharging	11.593158076984015	564	16118	0	0	79.75155279503106	0	unknown	34.9
1787302260.1080794	16:51:00	91	Discharging	11.598856384799124	546	16125	0	0	79.75155279503106	0	unknown	33.9
1787302290.1402264	16:51:30	91	Discharging	11.597263314562431	552	16123	0	0	79.75155279503106	0	unknown	33.9
1787302320.1715367	16:52:00	91	Discharging	0	547	16130	0	0	79.75155279503106	0	unknown	33.9
1787302350.2028427	16:52:30	90	Discharging	11.608847365205985	546	16139	0	0	79.75155279503106	0	unknown	33.9
1787302380.2403772	16:53:00	90	Discharging	23.10361244036992	722	16060	0	0	79.75155279503106	0	unknown	33.9
1787302410.3088505	16:53:30	90	Discharging	11.339449729552241	1134	15766	0	0	79.75155279503106	0	unknown	33.9
1787302440.3164523	16:54:00	89	Discharging	22.506594027677927	1282	15646	0	0	79.75155279503106	0	unknown	33.9
1787302470.3472903	16:54:30	89	Discharging	0	1292	15656	0	0	79.75155279503106	0	unknown	33.9
1787302500.3776958	16:55:00	89	Discharging	22.436520692936362	1277	15598	0	0	79.75155279503106	0	unknown	34.9
1787302528.1085157	16:55:28	88	Discharging	0	1168	15851	0	0	79.75155279503106	0	unknown	34.9
1787302558.8416874	16:55:58	88	Discharging	0	808	15816	0	0	79.75155279503106	0	unknown	34.9
1787302562.084507	16:56:02	88	Discharging	0	811	15824	0	0	79.75155279503106	0	unknown	33.9
1787302593.1831737	16:56:33	88	Discharging	22.46807325308574	1124	15619	0	0	79.75155279503106	0	unknown	33.9
1787302623.2077658	16:57:03	87	Discharging	11.173660999368632	1300	15533	0	0	79.75155279503106	0	unknown	33.9
1787302653.2316089	16:57:33	87	Discharging	22.39082113404091	1277	15566	0	0	79.75155279503106	0	unknown	34.9
1787302683.2645032	16:58:03	86	Discharging	22.359128161276058	1265	15545	0	0	79.75155279503106	0	unknown	34.9
1787302713.2942395	16:58:33	86	Discharging	22.3066006246301	1335	15509	0	0	79.75155279503106	0	unknown	34.9
1787302743.322329	16:59:03	85	Discharging	11.151522558178652	1293	15503	0	0	79.75155279503106	0	unknown	34.9
1787302773.3465633	16:59:33	85	Discharging	22.232613601925518	1306	15458	0	0	79.75155279503106	0	unknown	34.9
1787302803.3770502	17:00:03	84	Discharging	22.023132049953112	1360	15311	0	0	79.75155279503106	0	unknown	34.9
1787302833.4148767	17:00:33	84	Discharging	11.07417982773046	1334	15397	0	0	79.75155279503106	0	unknown	34.9
1787302863.441025	17:01:03	84	Discharging	11.080157493109287	1312	15407	0	0	79.75155279503106	0	unknown	34.9
1787302893.4687755	17:01:33	83	Discharging	22.167516896004237	1264	15411	0	0	79.75155279503106	0	unknown	34.9
1787302923.4963777	17:02:03	83	Discharging	22.12411414404698	1300	15382	0	0	79.75155279503106	0	unknown	34.9
1787302953.5239398	17:02:33	82	Discharging	11.060810703123884	1259	15380	0	0	79.75155279503106	0	unknown	34.9
1787302983.5508385	17:03:03	82	Discharging	22.11597226424756	1264	15378	0	0	79.75155279503106	0	unknown	34.9
1787303013.5795777	17:03:33	81	Discharging	22.10310931277436	1265	15366	0	0	79.75155279503106	0	unknown	34.9
1787303043.6115613	17:04:03	81	Discharging	22.008028607243467	1412	15299	0	0	79.75155279503106	0	unknown	34.9
1787303073.6421337	17:04:33	80	Discharging	10.992406459087146	1363	15280	0	0	79.75155279503106	0	unknown	35.9
1787303103.6710455	17:05:03	80	Discharging	0	1323	15299	0	0	79.75155279503106	0	unknown	35.9
1787303133.6987753	17:05:33	80	Discharging	21.925156768501147	1340	15241	0	0	79.75155279503106	0	unknown	35.9
1787303163.7235518	17:06:03	79	Discharging	10.955919494101291	1312	15232	0	0	79.75155279503106	0	unknown	35.9
1787303193.7526386	17:06:33	79	Discharging	21.90238799943723	1309	15226	0	0	79.75155279503106	0	unknown	35.9
1787303223.7821198	17:07:03	78	Discharging	21.842847553647715	1292	15186	0	0	79.75155279503106	0	unknown	35.9
1787303253.8121128	17:07:33	78	Discharging	0	1295	15197	0	0	79.75155279503106	0	unknown	35.9
1787303283.8454528	17:08:03	77	Discharging	10.930057205960454	1280	15197	0	0	79.75155279503106	0	unknown	35.9
1787303313.8762536	17:08:33	77	Discharging	0	1282	15192	0	0	79.75155279503106	0	unknown	35.9
1787303343.903444	17:09:03	77	Discharging	21.830315678385645	1274	15167	0	0	79.75155279503106	0	unknown	35.9
1787303373.9290643	17:09:33	76	Discharging	0	1283	15166	0	0	79.75155279503106	0	unknown	35.9
1787303403.9555259	17:10:03	76	Discharging	21.79578087502207	1271	15152	0	0	79.75155279503106	0	unknown	35.9
1787303433.9815674	17:10:33	75	Discharging	21.771506557942548	1299	15132	0	0	79.75155279503106	0	unknown	35.9
1787303457.3626537	17:10:57	75	Discharging	0	1328	14967	0	0	79.75155279503106	0	unknown	35.9
1787303464.0365896	17:11:04	75	Discharging	21.6799797702044	1350	15070	0	0	79.75155279503106	0	unknown	35.9
1787303494.0397007	17:11:34	74	Discharging	10.867233102549173	1303	15108	0	0	79.75155279503106	0	unknown	35.9
1787303524.0694005	17:12:04	74	Discharging	10.848500300537044	1333	15084	0	0	79.75155279503106	0	unknown	35.9
1787303554.0997872	17:12:34	73	Discharging	0	1365	15060	0	0	79.75155279503106	0	unknown	35.9
1787303584.1275585	17:13:04	73	Discharging	21.64949711104806	1327	15051	0	0	79.75155279503106	0	unknown	35.9
1787303610.9364786	17:13:30	73	Discharging	0	1351	15009	0	0	79.75155279503106	0	unknown	35.9
1787303614.1515808	17:13:34	73	Discharging	10.772825924733954	1372	14971	0	0	79.75155279503106	0	unknown	35.9
1787303644.1792278	17:14:04	72	Discharging	21.624644350732712	1317	15032	0	0	79.75155279503106	0	unknown	35.9
1787303674.2253218	17:14:34	72	Discharging	21.173414556149332	1388	14719	0	0	79.75155279503106	0	unknown	35.9
1787303709.4065945	17:15:09	71	Discharging	0	727	15349	0	0	79.75155279503106	0	unknown	35.9
1787303739.439701	17:15:39	71	Discharging	11.061125236030394	598	15379	0	0	79.75155279503106	0	unknown	35.9
1787303769.4735475	17:16:09	71	Discharging	11.076311024802205	580	15402	0	0	79.75155279503106	0	unknown	35.9
1787303799.501296	17:16:39	71	Discharging	0	584	15390	0	0	79.75155279503106	0	unknown	34.9
1787303829.5530694	17:17:09	71	Discharging	11.03345378751986	599	15340	0	0	79.75155279503106	0	unknown	34.9
1787303859.6114626	17:17:39	70	Discharging	21.679810250421365	1066	15071	0	0	79.75155279503106	0	unknown	34.9
1787303889.6459095	17:18:09	70	Discharging	0	1237	15045	0	0	79.75155279503106	0	unknown	34.9
1787303919.672484	17:18:39	69	Discharging	21.411621674525225	1428	14885	0	0	79.75155279503106	0	unknown	34.9
1787303954.4721034	17:19:14	69	Discharging	10.99674406877074	716	15288	0	0	79.75155279503106	0	unknown	34.9
1787303984.5040529	17:19:44	69	Discharging	11.014551430295313	625	15314	0	0	79.75155279503106	0	unknown	34.9
1787304014.5386317	17:20:14	68	Discharging	11.023499019565945	601	15327	0	0	79.75155279503106	0	unknown	34.9
1787304044.5689766	17:20:44	68	Discharging	11.034662651137392	596	15341	0	0	79.75155279503106	0	unknown	34.9
